frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_set_stream,vp_setter_fmt,vp_setter_src_rect,vp_setter_dst_rect,vp_blt,vp_submit_window,vp_range_pass,clear_prev_above,vp_chart_blend,chart_flush,vp_gauge_blend,gauge_flush,map_resample,vp_map_blend,map_flush1,map_flush2,above_blend,above_flush,flush_total,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,decoder_tex_id,vp_out_tex_id,array_index,setters_skipped,state_sig,amf_submitted,amf_received,amf_query_calls,amf_outputs,retries,submit_result,query_result,decoder_copy
52,0.0523,1.7266,0.724,0.0042,0.7196,0.7097,0.0075,0.0014,0.2584,0.9809,0.0147,0.0078,0.012,0.2091,0.0084,0.1078,0.0171,0.0059,0.1335,0.096,0.006,0.0885,0.6349,0.0053,0.0117,0.0206,0.3317,0.2186,0.3087,2.896,4,411550944,2147194976,1,0,116476604,53,47,1,1,0,0,0,0
53,0.0591,2.0096,0.9874,0.0058,0.9813,0.9695,0.0086,0.0017,0.3139,0.9928,0.0126,0.0071,0.015,0.134,0.0122,0.1761,0.0181,0.0073,0.0827,0.1093,0.0075,0.0809,0.583,0.0062,0.0176,0.0271,0.405,0.288,0.3352,3.3453,5,411550944,2147206944,2,0,116476604,54,48,1,1,0,0,0,0
54,0.0392,1.1687,0.6638,0.0018,0.6618,0.6553,0.0049,0.0008,0.1881,0.4795,0.0091,0.0042,0.0066,0.0658,0.0034,0.0314,0.0032,0.0064,0.0527,0.0534,0.0034,0.0452,0.2485,0.003,0.0153,0.0276,0.2946,0.214,0.3261,2.248,6,411550944,2147197792,0,0,116476604,55,49,1,1,0,0,0,0
55,0.0404,1.6441,0.6931,0.0025,0.6904,0.6821,0.0064,0.0009,0.362,0.9279,0.0275,0.0154,0.0166,0.1748,0.0099,0.0632,0.0066,0.0053,0.0574,0.0807,0.0055,0.0902,0.4663,0.0053,0.0128,0.0213,0.3493,0.2101,0.2775,2.6842,7,411550944,2147210464,1,0,116476604,56,50,1,1,0,0,0,0
56,0.042,1.5761,0.6702,0.0029,0.6671,0.6603,0.0052,0.0008,0.3042,0.8857,0.0112,0.0075,0.0135,0.1625,0.012,0.0927,0.0058,0.0093,0.0996,0.0837,0.0047,0.0657,0.5042,0.0061,0.0115,0.0196,0.3004,0.2221,0.3269,2.6823,0,411550944,2147199200,2,0,116476604,57,51,1,1,0,0,0,0
57,0.0425,2.06,0.6543,0.0022,0.652,0.6441,0.0058,0.001,0.3471,1.3749,0.0115,0.0069,0.0148,0.6298,0.0105,0.106,0.0066,0.0063,0.0739,0.073,0.0052,0.0694,0.9521,0.0065,0.0202,0.0231,0.3838,0.2184,0.2736,3.2361,1,411550944,2147202016,0,0,116476604,58,52,1,1,0,0,0,0
58,0.0391,1.4604,0.62,0.0025,0.6173,0.6087,0.0063,0.001,0.3219,0.8173,0.0155,0.0099,0.0098,0.1129,0.0071,0.0434,0.0073,0.0042,0.1004,0.0649,0.0016,0.1108,0.4324,0.003,0.0117,0.0229,0.2772,0.1984,0.2693,2.521,2,411550944,2147202720,1,0,116476604,59,53,1,1,0,0,0,0
59,0.0428,1.6114,0.7554,0.0027,0.7523,0.7442,0.0063,0.0009,0.2629,0.8363,0.0074,0.0044,0.0074,0.1293,0.007,0.1068,0.0056,0.0182,0.0876,0.1059,0.0045,0.0761,0.5057,0.0067,0.0113,0.0188,0.3094,0.2019,0.2321,2.6456,3,411550944,2147197088,2,0,116476604,60,54,1,1,0,0,0,0
60,0.0565,1.5609,0.8877,0.0033,0.884,0.8732,0.0082,0.0013,0.2574,0.6563,0.0091,0.0061,0.0086,0.0958,0.0096,0.0587,0.0061,0.0054,0.0675,0.058,0.0054,0.0595,0.3395,0.0038,0.0101,0.0169,0.4342,0.2927,0.2039,2.8193,4,411550944,2147194976,0,0,116476604,61,55,1,1,0,0,0,0
61,0.0416,1.091,0.6399,0.0025,0.6371,0.629,0.0057,0.0009,0.1838,0.4192,0.0084,0.0038,0.0059,0.0592,0.0037,0.0326,0.0043,0.0044,0.0345,0.0337,0.0022,0.0351,0.1951,0.0031,0.0192,0.0283,0.3053,0.1848,0.177,1.9729,5,411550944,2147206944,1,0,116476604,62,56,1,1,0,0,0,0
