frame,surf_acquire,vp_total,vp_setup,vp_create_view,vp_blt,vp_submit_window,vp_range_pass,vp_chart_blend,vp_gauge_blend,vp_map_blend,vp_hud_compute,vp_release_view,amf_create_surface,amf_submit_input,amf_query,amf_packet_write,process_frame_total,pool_index,amf_submitted,amf_received,submit_result,query_result,decoder_copy
140,0.0417,1.4233,0.6832,0.0025,0.2507,0.7208,0.0104,0.2034,0.1167,0.1333,0.0046,0.0195,0.0342,0.3406,0.1569,0.1961,2.2984,0,141,137,0,0,0
141,0.0451,1.1319,0.6957,0.0025,0.1609,0.4164,0.0096,0.0974,0.0557,0.0901,0.0017,0.0197,0.0324,0.4866,0.414,0.3684,2.6821,1,142,138,0,0,0
142,0.0528,1.2969,0.7746,0.0025,0.2256,0.5038,0.0086,0.1027,0.0623,0.1006,0.0027,0.0189,0.033,0.3085,0.1279,0.2608,2.1836,2,143,139,0,0,0
143,0.0465,1.3313,0.6895,0.0023,0.2161,0.6221,0.0103,0.2038,0.0581,0.1299,0.0024,0.0202,0.0382,0.3307,0.1459,0.1975,2.2022,3,144,140,0,0,0
144,0.0555,1.1337,0.6563,0.0023,0.1697,0.4591,0.0075,0.1026,0.0802,0.0949,0.0027,0.0187,0.0291,0.2632,0.1288,0.1536,1.8568,0,145,141,0,0,0
145,0.0394,1.4808,0.6718,0.0023,0.2001,0.7968,0.011,0.3098,0.1248,0.1461,0.0034,0.0125,0.0193,0.4245,0.3635,0.7316,3.5034,1,146,142,0,0,0
146,0.0382,1.3353,0.6752,0.0021,0.1541,0.6383,0.0088,0.1308,0.0937,0.2439,0.0054,0.0217,0.0257,0.3988,0.2147,0.3766,2.5308,2,147,143,0,0,0
147,0.0448,1.3672,0.6725,0.0023,0.1547,0.6833,0.0085,0.1938,0.1354,0.1874,0.0024,0.0115,0.018,0.2987,0.1509,0.1945,2.1741,3,148,144,0,0,0
148,0.0448,1.3997,0.7357,0.002,0.2554,0.6459,0.0102,0.1546,0.0789,0.1417,0.0033,0.0183,0.0184,0.2978,0.1447,0.1967,2.1978,0,149,145,0,0,0
149,0.0384,1.2041,0.6171,0.002,0.2034,0.5685,0.0112,0.1045,0.0802,0.1648,0.0027,0.0189,0.0277,0.3273,0.1377,0.1713,1.9948,1,150,146,0,0,0
150,0.048,1.1365,0.6173,0.0036,0.1732,0.5086,0.0098,0.1753,0.052,0.0932,0.0042,0.0104,0.0177,0.35,0.1763,0.2754,2.1308,2,151,147,0,0,0
151,0.0536,1.3292,0.733,0.0023,0.2831,0.5719,0.0092,0.1619,0.0439,0.0707,0.0016,0.0248,0.0344,0.3048,0.1458,0.1718,2.1503,3,152,148,0,0,0
152,0.0391,0.9534,0.623,0.002,0.1448,0.3113,0.0112,0.0725,0.0323,0.0482,0.0012,0.0187,0.0308,0.3951,0.1268,0.2278,1.8695,0,153,149,0,0,0
153,0.0412,1.2543,0.7141,0.0022,0.1508,0.5179,0.009,0.1646,0.0915,0.0993,0.0017,0.0223,0.0314,0.3155,0.2177,0.2745,2.2829,1,154,150,0,0,0
154,0.044,1.2145,0.642,0.0021,0.1468,0.5544,0.009,0.153,0.1126,0.1297,0.0019,0.0185,0.0252,0.3196,0.1866,0.3324,2.2672,2,155,151,0,0,0
155,0.0519,1.216,0.697,0.003,0.1671,0.505,0.0316,0.1725,0.0427,0.0866,0.0028,0.0143,0.0274,0.3154,0.1887,0.26,2.2035,3,156,152,0,0,0
156,0.039,1.3587,0.7147,0.0022,0.2566,0.6203,0.0126,0.1143,0.0838,0.1472,0.0041,0.0239,0.0379,0.3286,0.2205,0.2338,2.3695,0,157,153,0,0,0
157,0.0423,1.1236,0.6656,0.0022,0.1549,0.4348,0.0089,0.1226,0.0681,0.0742,0.0048,0.0232,0.0346,0.4361,0.1315,0.145,2.0225,1,158,154,0,0,0
158,0.0401,1.1901,0.6667,0.002,0.202,0.5113,0.0096,0.0957,0.0781,0.1209,0.0032,0.0125,0.0334,0.3561,0.2206,0.2602,2.2588,2,159,155,0,0,0
159,0.0425,1.099,0.6132,0.002,0.1879,0.469,0.0284,0.1463,0.0381,0.0645,0.002,0.0173,0.0611,0.2152,0.1293,0.1367,1.7703,3,160,156,0,0,0
160,0.04,1.0802,0.6118,0.0019,0.1438,0.4564,0.0082,0.1093,0.0714,0.1213,0.0018,0.0119,0.0315,0.314,0.1803,0.2073,1.9659,0,161,157,0,0,0
161,0.0705,1.05,0.6851,0.0025,0.1504,0.3507,0.0081,0.084,0.0402,0.0643,0.0027,0.014,0.0334,0.3025,0.1121,0.1685,1.8269,1,162,158,0,0,0
162,0.0417,1.445,0.7013,0.0025,0.2165,0.726,0.0107,0.1675,0.1634,0.1615,0.005,0.0179,0.017,0.3115,0.3763,0.7056,3.2858,2,163,159,0,0,0
163,0.0384,1.0971,0.6555,0.0022,0.1731,0.4235,0.0084,0.1137,0.0495,0.0748,0.003,0.0178,0.036,0.2988,0.1862,0.1961,1.9692,3,164,160,0,0,0
164,0.0404,0.9674,0.5803,0.0024,0.1446,0.3737,0.0087,0.0844,0.0651,0.0677,0.0021,0.0137,0.0335,0.2769,0.1222,0.1611,1.6924,0,165,161,0,0,0
165,0.0504,1.1355,0.6632,0.0024,0.1501,0.4572,0.0059,0.1055,0.0675,0.126,0.0016,0.0152,0.0319,0.2763,0.1277,0.2837,1.9979,1,166,162,0,0,0
166,0.0401,1.227,0.6864,0.0022,0.2081,0.5223,0.0098,0.1066,0.0521,0.1418,0.0022,0.019,0.0304,0.2817,0.1245,0.1543,1.9492,2,167,163,0,0,0
167,0.041,1.3035,0.6782,0.0021,0.2529,0.6176,0.0118,0.1403,0.0739,0.1348,0.0025,0.0082,0.0128,0.2091,0.1317,0.147,1.9364,3,168,164,0,0,0
168,0.06,2.3532,0.6826,0.0031,0.1502,1.6296,0.0099,0.1488,0.4402,0.8651,0.0126,0.0388,0.0727,1.3763,0.7409,0.7367,5.7597,0,169,165,0,0,0
169,0.0419,1.103,0.5633,0.0023,0.2001,0.53,0.0105,0.1234,0.0706,0.1211,0.0027,0.0102,0.0318,0.2888,0.1731,0.2468,2.0078,1,170,166,0,0,0
170,0.0386,1.2711,0.6213,0.0022,0.1504,0.6422,0.0082,0.0749,0.3507,0.0555,0.0013,0.0082,0.0139,0.229,0.1257,0.2045,1.981,2,171,167,0,0,0
171,0.0385,1.242,0.6233,0.0022,0.2091,0.6018,0.0106,0.1822,0.0721,0.1219,0.0047,0.0168,0.0274,0.3123,0.2043,0.2811,2.2274,3,172,168,0,0,0
172,0.0382,1.3774,0.6783,0.0019,0.2056,0.6856,0.01,0.1596,0.0962,0.2067,0.0055,0.0139,0.0335,0.4702,0.2121,0.2259,2.4836,0,173,169,0,0,0
173,0.0866,1.2656,0.6552,0.0024,0.2095,0.5996,0.0106,0.1678,0.055,0.1521,0.0028,0.0114,0.0173,0.2703,0.1667,0.1996,2.136,1,174,170,0,0,0
174,0.0533,1.6937,0.8763,0.0027,0.2421,0.7935,0.0132,0.1662,0.1327,0.2339,0.0032,0.0245,0.0247,0.6097,0.215,0.193,2.8973,2,175,171,0,0,0
175,0.0439,1.4382,0.6632,0.003,0.2395,0.7626,0.011,0.2164,0.126,0.1657,0.0024,0.0129,0.0165,0.3095,0.1745,0.3315,2.4529,3,176,172,0,0,0
176,0.0399,1.2997,0.6329,0.0021,0.2013,0.648,0.0269,0.2028,0.0822,0.1247,0.0075,0.0193,0.0296,0.4271,0.5577,0.6693,3.4126,0,177,173,0,0,0
177,0.0406,0.9825,0.6299,0.0021,0.1471,0.3322,0.0086,0.064,0.026,0.0792,0.0057,0.0205,0.042,0.3773,0.1852,0.2124,1.9559,1,178,174,0,0,0
178,0.042,1.3785,0.6681,0.0022,0.3016,0.7025,0.0711,0.1943,0.0494,0.0812,0.0027,0.0081,0.0269,1.3713,0.6853,0.7001,4.5902,2,179,175,0,0,0
179,0.0398,1.4537,0.6587,0.002,0.2555,0.7802,0.032,0.216,0.1037,0.1604,0.011,0.015,0.0231,0.7799,1.0116,1.1821,5.0089,3,180,176,0,0,0
180,0.0546,1.1859,0.7325,0.0023,0.1615,0.4427,0.0083,0.0906,0.0459,0.1333,0.0024,0.0106,0.0311,0.2939,0.1217,0.1654,1.944,0,181,177,0,0,0
181,0.0386,1.3405,0.6287,0.0024,0.2058,0.6999,0.0102,0.1797,0.0935,0.2028,0.0064,0.012,0.0189,0.3222,0.1658,0.3273,2.4513,1,182,178,0,0,0
182,0.039,1.4007,0.6547,0.0023,0.2173,0.7327,0.0102,0.1561,0.1279,0.2166,0.003,0.0136,0.0251,0.3177,0.2027,0.2744,2.4293,2,183,179,0,0,0
183,0.0459,1.3209,0.6993,0.0021,0.2199,0.6141,0.0108,0.1649,0.0755,0.1398,0.0018,0.0079,0.0139,0.2379,0.1468,0.1964,2.058,3,184,180,0,0,0
184,0.041,1.1275,0.57,0.0021,0.1996,0.5459,0.0104,0.0979,0.0981,0.1347,0.0036,0.0122,0.0336,0.3586,0.9718,1.4571,4.9302,0,185,181,0,0,0
185,0.0417,1.3291,0.7702,0.0023,0.1504,0.5342,0.0081,0.1005,0.1299,0.1407,0.0032,0.025,0.0282,0.3487,0.3648,0.6769,3.1607,1,186,182,0,0,0
186,0.038,1.2568,0.6389,0.0023,0.2083,0.6076,0.0101,0.1411,0.0961,0.148,0.0023,0.0106,0.0173,0.2861,0.1568,0.2271,2.1085,2,187,183,0,0,0
187,0.0419,1.3623,0.6845,0.0024,0.2424,0.6694,0.0106,0.1699,0.0859,0.1547,0.0041,0.009,0.0143,0.282,0.2199,0.2779,2.3289,3,188,184,0,0,0
188,0.0407,1.2583,0.6329,0.0021,0.1529,0.5952,0.0087,0.1302,0.0826,0.205,0.014,0.0305,0.0398,0.3981,0.1408,0.2664,2.2685,0,189,185,0,0,0
189,0.0377,1.1723,0.6438,0.0021,0.2137,0.5139,0.0101,0.109,0.054,0.1233,0.0019,0.0149,0.0351,0.2176,0.1849,0.3081,2.1106,1,190,186,0,0,0
190,0.0436,1.2512,0.6909,0.0021,0.1532,0.5405,0.0087,0.1996,0.0552,0.1207,0.0021,0.0193,0.0309,0.3793,0.2355,0.3063,2.4151,2,191,187,0,0,0
191,0.0514,1.177,0.6928,0.0026,0.1593,0.469,0.0088,0.1037,0.0746,0.1186,0.0023,0.0157,0.033,0.297,0.1432,0.2533,2.0592,3,192,188,0,0,0
192,0.0507,1.1356,0.6472,0.0021,0.1728,0.4741,0.0074,0.1192,0.064,0.1075,0.0019,0.0147,0.03,0.2496,0.1294,0.2885,2.0123,0,193,189,0,0,0
193,0.0391,1.2228,0.6596,0.0021,0.2065,0.5455,0.0101,0.1237,0.0656,0.1359,0.0024,0.0177,0.0354,0.275,0.1856,0.1979,2.059,1,194,190,0,0,0
194,0.0388,1.1513,0.5449,0.0028,0.2046,0.6007,0.0096,0.1672,0.0836,0.1328,0.0016,0.0065,0.0144,0.2472,0.1368,0.168,1.8516,2,195,191,0,0,0
195,0.0398,1.2143,0.6553,0.0024,0.2025,0.5504,0.0241,0.1348,0.0661,0.1196,0.0019,0.0085,0.033,0.2341,0.148,0.2112,2.0079,3,196,192,0,0,0
196,0.0672,1.4721,0.6946,0.0026,0.2819,0.7654,0.0356,0.2464,0.0859,0.1085,0.0054,0.0118,0.019,0.3177,0.1851,0.2013,2.3883,0,197,193,0,0,0
197,0.038,1.4307,0.6542,0.0021,0.2177,0.7684,0.0673,0.2185,0.1291,0.1328,0.0016,0.0083,0.0235,0.3184,0.1714,0.3113,2.4516,1,198,194,0,0,0
198,0.0413,1.3886,0.6584,0.0025,0.1499,0.7097,0.0083,0.3392,0.0749,0.1329,0.0028,0.0208,0.017,0.2579,0.1433,0.223,2.1821,2,199,195,0,0,0
199,0.0453,1.3059,0.7917,0.0026,0.209,0.4987,0.0088,0.1012,0.0661,0.1098,0.0018,0.0161,0.0624,0.3307,0.1453,0.2212,2.2396,3,200,196,0,0,0
200,0.0465,1.2085,0.7048,0.0023,0.1803,0.4871,0.0074,0.1415,0.0559,0.0982,0.0027,0.0167,0.0271,0.3108,0.2091,0.1832,2.1168,0,201,197,0,0,0
201,0.0442,1.3062,0.6937,0.0021,0.2376,0.5958,0.0106,0.1316,0.0639,0.1475,0.003,0.0168,0.0144,0.2696,0.1603,0.3212,2.2411,1,202,198,0,0,0
202,0.0449,1.3707,0.6953,0.0022,0.2134,0.6633,0.0232,0.2007,0.1484,0.0745,0.0015,0.0124,0.0157,0.2432,0.1375,0.1696,2.0845,2,203,199,0,0,0
203,0.0452,1.1827,0.6266,0.0023,0.1501,0.5413,0.0088,0.1458,0.0794,0.1537,0.0017,0.0157,0.0242,0.2821,0.129,0.218,1.9709,3,204,200,0,0,0
204,0.0465,1.3636,0.6925,0.0024,0.2382,0.6614,0.0097,0.1437,0.1099,0.1562,0.0024,0.01,0.0143,0.2297,0.1702,0.2593,2.22,0,205,201,0,0,0
205,0.045,1.3765,0.757,0.0034,0.1714,0.6084,0.0109,0.1523,0.1167,0.1516,0.004,0.0108,0.0183,0.378,0.2002,0.4003,2.5589,1,206,202,0,0,0
206,0.041,1.228,0.661,0.003,0.2216,0.5487,0.01,0.1097,0.0655,0.1372,0.0025,0.019,0.0315,0.2641,0.1449,0.2406,2.0582,2,207,203,0,0,0
207,0.0404,1.323,0.6414,0.002,0.149,0.6555,0.0079,0.1787,0.0708,0.2402,0.0073,0.0251,0.0409,0.4675,0.2485,0.2544,2.5704,3,208,204,0,0,0
208,0.0399,1.3473,0.6877,0.002,0.2333,0.6507,0.0099,0.1599,0.0865,0.1539,0.0053,0.0094,0.0157,0.3492,0.1768,0.2308,2.2628,0,209,205,0,0,0
209,0.0386,1.31,0.6331,0.0021,0.1966,0.6588,0.0104,0.2115,0.0745,0.1626,0.0021,0.018,0.0314,0.2734,0.1385,0.2164,2.1312,1,210,206,0,0,0
210,0.0409,1.363,0.6529,0.0021,0.1434,0.6757,0.008,0.1711,0.1206,0.2201,0.0103,0.0334,0.0622,1.5659,0.6985,0.726,4.8657,2,211,207,0,0,0
211,0.0382,1.4208,0.8602,0.0023,0.2151,0.5459,0.0104,0.1268,0.0822,0.105,0.0048,0.0152,0.0303,0.3009,0.1832,0.2225,2.3259,3,212,208,0,0,0
212,0.0392,1.191,0.6286,0.002,0.2449,0.5434,0.0111,0.1508,0.0519,0.0772,0.006,0.0192,0.0202,0.2061,0.1301,0.223,1.9064,0,213,209,0,0,0
213,0.0396,1.1254,0.6437,0.0025,0.2093,0.4646,0.0105,0.1215,0.0453,0.0736,0.0028,0.0175,0.0295,0.2344,0.1242,0.1561,1.8,1,214,210,0,0,0
214,0.0374,1.2729,0.6449,0.0022,0.2026,0.6219,0.0096,0.1674,0.0688,0.169,0.0031,0.0066,0.014,0.2424,0.2096,1.436,3.5803,2,215,211,0,0,0
215,0.0395,1.1025,0.6718,0.0023,0.1416,0.412,0.0082,0.0832,0.0518,0.1246,0.0016,0.0184,0.0327,0.2612,0.128,0.1962,1.8527,3,216,212,0,0,0
216,0.0457,1.2016,0.6885,0.0021,0.1544,0.492,0.0101,0.1419,0.0667,0.1162,0.0018,0.0205,0.0348,0.3212,0.2162,0.1474,2.091,0,217,213,0,0,0
217,0.045,1.3083,0.6876,0.0022,0.2337,0.6104,0.0101,0.1599,0.0919,0.1108,0.0024,0.0108,0.0163,0.2927,0.1308,0.1545,2.0468,1,218,214,0,0,0
218,0.0908,1.3125,0.6838,0.0023,0.2507,0.6188,0.0105,0.1644,0.0699,0.1167,0.005,0.0101,0.0168,0.3202,0.1774,0.1728,2.2208,2,219,215,0,0,0
219,0.0382,1.2721,0.6377,0.0022,0.2053,0.6217,0.023,0.1784,0.0818,0.1263,0.0051,0.013,0.0186,0.3211,0.2456,0.3077,2.321,3,220,216,0,0,0
220,0.0394,1.1546,0.6442,0.0023,0.1783,0.4924,0.0099,0.1251,0.0639,0.1105,0.0029,0.0182,0.0347,0.2628,0.1361,0.1574,1.8832,0,221,217,0,0,0
221,0.0379,1.2004,0.64,0.002,0.2392,0.5439,0.0097,0.1404,0.0533,0.0939,0.0053,0.0173,0.0171,0.2742,0.1924,0.2099,2.0559,1,222,218,0,0,0
222,0.0488,1.1811,0.752,0.0023,0.173,0.4148,0.009,0.0893,0.0382,0.1016,0.0028,0.0144,0.0352,0.3062,0.1254,0.4345,2.2793,2,223,219,0,0,0
223,0.0391,1.2204,0.6267,0.002,0.1486,0.5832,0.0072,0.1241,0.081,0.2164,0.0056,0.0104,0.0309,0.2469,0.1999,0.2554,2.1478,3,224,220,0,0,0
224,0.0438,1.1059,0.6224,0.0024,0.1442,0.4769,0.0076,0.1291,0.075,0.1186,0.0014,0.0069,0.0145,0.3239,0.2176,0.3484,2.2368,0,225,221,0,0,0
225,0.0436,1.6155,0.6332,0.0024,0.3062,0.9718,0.0568,0.3032,0.1021,0.1964,0.0057,0.0106,0.031,1.5563,0.7658,0.803,5.2464,1,226,222,0,0,0
226,0.0453,1.2747,0.6091,0.0023,0.2136,0.6527,0.0108,0.1133,0.0925,0.218,0.0026,0.0133,0.0295,0.3597,0.1412,0.1992,2.1495,2,227,223,0,0,0
227,0.0438,1.6033,0.6748,0.0026,0.2191,0.9126,0.013,0.2637,0.1796,0.2292,0.0062,0.0159,0.0239,0.5117,0.1571,0.29,2.7776,3,228,224,0,0,0
228,0.0394,1.1619,0.6792,0.0022,0.2073,0.4658,0.0104,0.1246,0.0541,0.0662,0.0014,0.0176,0.036,0.3087,0.1629,0.2479,2.0746,0,229,225,0,0,0
229,0.0587,1.2366,0.6687,0.003,0.1714,0.551,0.0099,0.1227,0.071,0.1701,0.0043,0.0177,0.03,0.2413,0.1477,0.3639,2.1974,1,230,226,0,0,0
230,0.0373,1.4068,0.632,0.0021,0.1695,0.7641,0.0081,0.3328,0.1345,0.1149,0.0034,0.0108,0.0153,0.297,0.1366,0.1633,2.1543,2,231,227,0,0,0
231,0.0457,1.3942,0.7276,0.0025,0.2388,0.6578,0.0337,0.1774,0.0797,0.1238,0.0029,0.0088,0.015,0.478,0.3411,0.3691,2.8882,3,232,228,0,0,0
232,0.0369,1.4503,0.782,0.002,0.2093,0.6611,0.0107,0.1932,0.0818,0.1616,0.0026,0.0081,0.0138,0.2582,0.2067,0.2107,2.3198,0,233,229,0,0,0
233,0.0383,1.2701,0.6297,0.0024,0.2389,0.6092,0.0102,0.1068,0.0671,0.179,0.0054,0.0315,0.0495,0.3298,0.125,0.2378,2.1486,1,234,230,0,0,0
234,0.0396,1.2812,0.6256,0.0021,0.245,0.6458,0.0103,0.1966,0.0684,0.1187,0.0052,0.0102,0.0164,0.3134,0.1413,0.1616,2.0556,2,235,231,0,0,0
235,0.0388,1.2323,0.6862,0.0022,0.2097,0.528,0.0101,0.1161,0.0629,0.1259,0.0018,0.0181,0.0336,0.2388,0.1325,0.1606,1.9373,3,236,232,0,0,0
236,0.0411,1.5499,0.6953,0.0024,0.2222,0.8292,0.0111,0.1814,0.1803,0.2269,0.0059,0.0251,0.3144,2.0559,0.707,0.7653,5.8688,0,237,233,0,0,0
237,0.0395,1.414,0.642,0.0022,0.2006,0.7532,0.0097,0.2994,0.0849,0.1536,0.0032,0.0196,0.0272,0.2437,0.135,0.2269,2.1908,1,238,234,0,0,0
238,0.0403,1.2226,0.6343,0.0027,0.2359,0.5765,0.0103,0.1531,0.062,0.1107,0.0028,0.0121,0.0163,0.4538,0.2456,0.219,2.3555,2,239,235,0,0,0
239,0.0377,0.9914,0.6035,0.0022,0.1476,0.3727,0.0083,0.081,0.0568,0.0764,0.0017,0.0153,0.0333,0.2852,0.1262,0.2367,1.8147,3,240,236,0,0,0
240,0.0364,1.0208,0.5883,0.0021,0.1393,0.419,0.0064,0.105,0.0705,0.0963,0.0011,0.0134,0.0285,0.2886,0.1912,0.342,2.1027,0,241,237,0,0,0
241,0.0409,1.435,0.6124,0.0024,0.1556,0.8151,0.0081,0.4511,0.0877,0.1096,0.0018,0.0078,0.0195,0.3033,0.2097,0.246,2.3934,1,242,238,0,0,0
242,0.0419,1.2841,0.6543,0.002,0.1771,0.611,0.0081,0.2511,0.0588,0.1124,0.0021,0.0187,0.031,0.3889,0.2049,0.2648,2.3657,2,243,239,0,0,0
243,0.0449,1.2292,0.7111,0.0023,0.1582,0.4996,0.0091,0.1524,0.0489,0.1266,0.0025,0.0189,0.0341,0.3147,0.1999,0.3238,2.3127,3,244,240,0,0,0
244,0.0424,1.4764,0.7022,0.0028,0.2199,0.7547,0.0105,0.285,0.0864,0.1489,0.0018,0.0203,0.0311,0.3673,0.3143,0.5406,3.0288,0,245,241,0,0,0
245,0.0373,1.0073,0.5966,0.0021,0.1397,0.3924,0.0082,0.0744,0.058,0.108,0.0029,0.0186,0.0296,0.2814,0.1256,0.1384,1.7167,1,246,242,0,0,0
246,0.0395,1.2876,0.6832,0.0021,0.1742,0.5936,0.0102,0.1487,0.0942,0.1617,0.0033,0.011,0.0183,0.3494,0.1935,0.2481,2.2537,2,247,243,0,0,0
247,0.0404,1.1331,0.6661,0.002,0.1648,0.4462,0.0087,0.0994,0.054,0.1159,0.0026,0.0209,0.0306,0.2917,0.1327,0.1484,1.876,3,248,244,0,0,0
248,0.043,1.5497,0.6768,0.0023,0.1768,0.8525,0.009,0.2856,0.2052,0.1629,0.0116,0.0198,0.0319,0.472,0.1977,0.265,2.7345,0,249,245,0,0,0
249,0.0383,1.4074,0.6293,0.0022,0.2261,0.7618,0.0102,0.2338,0.1435,0.1421,0.0047,0.0164,0.025,0.4019,0.2153,0.3749,2.6315,1,250,246,0,0,0
250,0.0418,1.2917,0.6947,0.0025,0.1659,0.573,0.0085,0.1148,0.1069,0.1718,0.0041,0.0231,0.0401,0.319,0.179,0.1903,2.2119,2,251,247,0,0,0
251,0.0429,1.328,0.7703,0.002,0.1849,0.5457,0.0176,0.167,0.0566,0.1159,0.0024,0.0118,0.0272,0.3504,0.2276,0.3442,2.4951,3,252,248,0,0,0
252,0.0379,1.4212,0.6479,0.0022,0.2175,0.763,0.0112,0.1749,0.091,0.2628,0.0037,0.0108,0.0201,0.3032,0.2192,0.3404,2.5005,0,253,249,0,0,0
253,0.0384,1.6032,0.6531,0.0021,0.191,0.9374,0.0229,0.264,0.2718,0.1824,0.0034,0.0137,0.0193,0.3435,0.1795,0.3846,2.7424,1,254,250,0,0,0
254,0.0394,1.4008,0.595,0.0021,0.215,0.7907,0.0523,0.2774,0.0775,0.1598,0.0071,0.0151,0.0246,0.372,0.1416,0.1617,2.2415,2,255,251,0,0,0
255,0.0396,1.1239,0.7264,0.0022,0.1382,0.3785,0.0073,0.0822,0.0454,0.1013,0.0025,0.0196,0.0342,0.3026,0.1341,0.1493,1.8832,3,256,252,0,0,0
256,0.0371,1.1723,0.5919,0.0022,0.1955,0.5765,0.023,0.1732,0.0622,0.1194,0.0019,0.0045,0.0175,0.2634,0.1255,0.1441,1.8577,0,257,253,0,0,0
257,0.0385,1.6014,0.8444,0.0022,0.2015,0.7362,0.0105,0.3001,0.0829,0.1365,0.003,0.0209,0.0284,0.3664,0.318,0.5939,3.1334,1,258,254,0,0,0
258,0.0402,1.3001,0.658,0.002,0.2355,0.6344,0.0251,0.1702,0.0618,0.1351,0.005,0.0081,0.0168,0.2619,0.1225,0.1519,1.9884,2,259,255,0,0,0
259,0.0441,1.2214,0.6829,0.002,0.2143,0.5285,0.0259,0.1364,0.0501,0.0973,0.0026,0.0106,0.0358,0.3159,0.1845,0.2343,2.1809,3,260,256,0,0,0
260,0.0382,1.261,0.6463,0.0021,0.2955,0.5967,0.0093,0.1146,0.0725,0.1014,0.0022,0.0184,0.0248,0.2509,0.1425,0.2112,2.0699,0,261,257,0,0,0
261,0.0504,1.2742,0.7774,0.0029,0.1725,0.48,0.0089,0.1181,0.053,0.124,0.0025,0.017,0.0353,0.3113,0.1207,0.1365,2.0288,1,262,258,0,0,0
262,0.0386,1.2742,0.6757,0.002,0.2059,0.5812,0.0101,0.1375,0.0916,0.129,0.0051,0.0179,0.0214,0.2912,0.1265,0.2132,2.0909,2,263,259,0,0,0
263,0.0432,0.9764,0.5692,0.0022,0.1492,0.3846,0.0091,0.1001,0.0493,0.0719,0.0034,0.0231,0.0377,0.3283,0.4479,0.6886,2.9478,3,264,260,0,0,0
264,0.0406,1.2235,0.6293,0.0023,0.2422,0.5869,0.0099,0.139,0.0595,0.1327,0.0016,0.0083,0.0138,0.1984,0.1227,0.171,1.8697,0,265,261,0,0,0
265,0.0378,1.2273,0.6057,0.0022,0.2299,0.6145,0.0101,0.1617,0.0802,0.1285,0.0029,0.0075,0.0144,0.2698,0.148,0.3953,2.2264,1,266,262,0,0,0
266,0.0386,1.1953,0.6372,0.0022,0.2022,0.5369,0.0098,0.1152,0.0853,0.1207,0.0019,0.0214,0.0289,0.2394,0.1165,0.1187,1.8289,2,267,263,0,0,0
267,0.0414,1.1194,0.566,0.0026,0.2041,0.5435,0.01,0.1165,0.0709,0.1391,0.0015,0.0103,0.0342,0.4303,0.1937,0.2504,2.1982,3,268,264,0,0,0
268,0.0376,1.3581,0.7212,0.0019,0.2171,0.6295,0.0101,0.179,0.0755,0.144,0.0027,0.0078,0.0119,0.2312,0.1163,0.2049,2.0757,0,269,265,0,0,0
269,0.0467,1.1707,0.6848,0.002,0.1562,0.4667,0.008,0.0844,0.0555,0.1524,0.0092,0.0188,0.0397,0.3412,0.1376,0.2283,2.0995,1,270,266,0,0,0
270,0.0396,1.2655,0.6568,0.0025,0.2073,0.5879,0.01,0.1275,0.0957,0.1434,0.0025,0.0212,0.0347,0.2994,0.2018,0.1535,2.1322,2,271,267,0,0,0
271,0.0388,1.1454,0.6412,0.0023,0.1794,0.488,0.0084,0.0982,0.0619,0.1355,0.0033,0.0161,0.0314,0.3198,0.2113,0.2275,2.117,3,272,268,0,0,0
272,0.0498,1.1492,0.5963,0.0022,0.1818,0.5366,0.0227,0.1745,0.0656,0.0881,0.0027,0.0158,0.0245,0.347,0.2111,0.3024,2.2435,0,273,269,0,0,0
273,0.0412,1.1118,0.6634,0.0021,0.1442,0.436,0.007,0.1138,0.0486,0.1195,0.0021,0.0125,0.0144,0.3033,0.1487,0.1817,1.928,1,274,270,0,0,0
274,0.0599,1.4338,0.6881,0.0025,0.3618,0.7242,0.0101,0.1317,0.0989,0.1145,0.0056,0.0215,0.0362,0.3266,0.1533,0.2198,2.3449,2,275,271,0,0,0
275,0.078,2.0677,1.4117,0.003,0.2313,0.642,0.0078,0.1961,0.0949,0.1075,0.0027,0.0148,0.0228,0.3143,0.1994,0.3414,3.2036,3,276,272,0,0,0
276,0.0441,1.3034,0.6369,0.0023,0.2087,0.6531,0.011,0.1691,0.0785,0.1817,0.0026,0.0136,0.0349,0.3565,0.1346,0.1965,2.1669,0,277,273,0,0,0
277,0.0391,1.2238,0.7334,0.0021,0.1657,0.4688,0.0077,0.1042,0.0481,0.1385,0.0031,0.0218,0.0287,0.3233,0.1202,0.1262,1.9507,1,278,274,0,0,0
278,0.0374,1.1536,0.6346,0.0021,0.1465,0.4999,0.008,0.1174,0.0812,0.1428,0.0025,0.0195,0.0329,0.3523,0.1329,0.2113,2.0307,2,279,275,0,0,0
279,0.0399,1.5087,0.6432,0.0022,0.2088,0.8554,0.0096,0.3971,0.0973,0.136,0.0049,0.0104,0.0166,0.2997,0.1165,0.1956,2.2703,3,280,276,0,0,0
280,0.0378,1.3265,0.6314,0.0022,0.2561,0.6762,0.0241,0.2073,0.0898,0.092,0.0054,0.0188,0.0291,0.3823,0.1175,0.2256,2.2233,0,281,277,0,0,0
281,0.037,1.2172,0.6417,0.002,0.1984,0.5579,0.0089,0.1516,0.0627,0.1294,0.0052,0.0178,0.0204,0.2969,0.1186,0.1768,1.9645,1,282,278,0,0,0
